FileName,SERIES_NAME,VARIABLE_NAME,ATTRIBUTE_TITLE,KEYWORD1,KEYWORD2,ATTRIBUTE_LABEL,CONFIDENCE_INTERVAL,DEPTH,HORIZON_UPPER_DEPTH,HORIZON_LOWER_DEPTH,RANGE_DOMAIN_MINIMUM,RANGE_DOMAIN_MAXIMUM,ATTRIBUTE_MEASUREMENT_RESOLUTION,ATTRIBUTE_UNITS_OF_MEASURE,CITATION_URL,CITATION_ORIGINATOR,CITATION_ADDRESS,PUBLICATION_DATE,DOWNLOAD_FTP_URL,TECHNICAL_SPECIFICATIONS_URL,PROJECT_URL,LEGEND,SLD_URL,SLD_NAME,NO_DATA,DATA_FORMAT
TAXgg_Durixeralfs_100m.tif,USA48SoilGrids100m,Predicted Durixeralfs great group,Predicted probability in percent for: Durixeralfs,Durixeralfs,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Durixerepts_100m.tif,USA48SoilGrids100m,Predicted Durixerepts great group,Predicted probability in percent for: Durixerepts,Durixerepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Durixerolls_100m.tif,USA48SoilGrids100m,Predicted Durixerolls great group,Predicted probability in percent for: Durixerolls,Durixerolls,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Durochrepts_100m.tif,USA48SoilGrids100m,Predicted Durochrepts great group,Predicted probability in percent for: Durochrepts,Durochrepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Durorthids_100m.tif,USA48SoilGrids100m,Predicted Durorthids great group,Predicted probability in percent for: Durorthids,Durorthids,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Durorthods_100m.tif,USA48SoilGrids100m,Predicted Durorthods great group,Predicted probability in percent for: Durorthods,Durorthods,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Durudands_100m.tif,USA48SoilGrids100m,Predicted Durudands great group,Predicted probability in percent for: Durudands,Durudands,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Durustepts_100m.tif,USA48SoilGrids100m,Predicted Durustepts great group,Predicted probability in percent for: Durustepts,Durustepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Durustolls_100m.tif,USA48SoilGrids100m,Predicted Durustolls great group,Predicted probability in percent for: Durustolls,Durustolls,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Dystrandepts_100m.tif,USA48SoilGrids100m,Predicted Dystrandepts great group,Predicted probability in percent for: Dystrandepts,Dystrandepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Dystraquerts_100m.tif,USA48SoilGrids100m,Predicted Dystraquerts great group,Predicted probability in percent for: Dystraquerts,Dystraquerts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Dystrochrepts_100m.tif,USA48SoilGrids100m,Predicted Dystrochrepts great group,Predicted probability in percent for: Dystrochrepts,Dystrochrepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Dystrocryepts_100m.tif,USA48SoilGrids100m,Predicted Dystrocryepts great group,Predicted probability in percent for: Dystrocryepts,Dystrocryepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Dystropepts_100m.tif,USA48SoilGrids100m,Predicted Dystropepts great group,Predicted probability in percent for: Dystropepts,Dystropepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Dystroxerepts_100m.tif,USA48SoilGrids100m,Predicted Dystroxerepts great group,Predicted probability in percent for: Dystroxerepts,Dystroxerepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Dystrudepts_100m.tif,USA48SoilGrids100m,Predicted Dystrudepts great group,Predicted probability in percent for: Dystrudepts,Dystrudepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Dystruderts_100m.tif,USA48SoilGrids100m,Predicted Dystruderts great group,Predicted probability in percent for: Dystruderts,Dystruderts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Dystrustepts_100m.tif,USA48SoilGrids100m,Predicted Dystrustepts great group,Predicted probability in percent for: Dystrustepts,Dystrustepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Endoaqualfs_100m.tif,USA48SoilGrids100m,Predicted Endoaqualfs great group,Predicted probability in percent for: Endoaqualfs,Endoaqualfs,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Endoaquands_100m.tif,USA48SoilGrids100m,Predicted Endoaquands great group,Predicted probability in percent for: Endoaquands,Endoaquands,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Endoaquents_100m.tif,USA48SoilGrids100m,Predicted Endoaquents great group,Predicted probability in percent for: Endoaquents,Endoaquents,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Endoaquepts_100m.tif,USA48SoilGrids100m,Predicted Endoaquepts great group,Predicted probability in percent for: Endoaquepts,Endoaquepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Endoaquert_100m.tif,USA48SoilGrids100m,Predicted Endoaquert great group,Predicted probability in percent for: Endoaquert,Endoaquert,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Endoaquerts_100m.tif,USA48SoilGrids100m,Predicted Endoaquerts great group,Predicted probability in percent for: Endoaquerts,Endoaquerts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Endoaquods_100m.tif,USA48SoilGrids100m,Predicted Endoaquods great group,Predicted probability in percent for: Endoaquods,Endoaquods,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Endoaquolls_100m.tif,USA48SoilGrids100m,Predicted Endoaquolls great group,Predicted probability in percent for: Endoaquolls,Endoaquolls,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Endoaquults_100m.tif,USA48SoilGrids100m,Predicted Endoaquults great group,Predicted probability in percent for: Endoaquults,Endoaquults,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Epiaqualfs_100m.tif,USA48SoilGrids100m,Predicted Epiaqualfs great group,Predicted probability in percent for: Epiaqualfs,Epiaqualfs,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Epiaquents_100m.tif,USA48SoilGrids100m,Predicted Epiaquents great group,Predicted probability in percent for: Epiaquents,Epiaquents,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Epiaquepts_100m.tif,USA48SoilGrids100m,Predicted Epiaquepts great group,Predicted probability in percent for: Epiaquepts,Epiaquepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Epiaquerts_100m.tif,USA48SoilGrids100m,Predicted Epiaquerts great group,Predicted probability in percent for: Epiaquerts,Epiaquerts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Epiaquods_100m.tif,USA48SoilGrids100m,Predicted Epiaquods great group,Predicted probability in percent for: Epiaquods,Epiaquods,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Epiaquolls_100m.tif,USA48SoilGrids100m,Predicted Epiaquolls great group,Predicted probability in percent for: Epiaquolls,Epiaquolls,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Epiaquults_100m.tif,USA48SoilGrids100m,Predicted Epiaquults great group,Predicted probability in percent for: Epiaquults,Epiaquults,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Eutrandepts_100m.tif,USA48SoilGrids100m,Predicted Eutrandepts great group,Predicted probability in percent for: Eutrandepts,Eutrandepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Eutroboralfs_100m.tif,USA48SoilGrids100m,Predicted Eutroboralfs great group,Predicted probability in percent for: Eutroboralfs,Eutroboralfs,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Eutrochrepts_100m.tif,USA48SoilGrids100m,Predicted Eutrochrepts great group,Predicted probability in percent for: Eutrochrepts,Eutrochrepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Eutrocryepts_100m.tif,USA48SoilGrids100m,Predicted Eutrocryepts great group,Predicted probability in percent for: Eutrocryepts,Eutrocryepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Eutropepts_100m.tif,USA48SoilGrids100m,Predicted Eutropepts great group,Predicted probability in percent for: Eutropepts,Eutropepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Eutrudepts_100m.tif,USA48SoilGrids100m,Predicted Eutrudepts great group,Predicted probability in percent for: Eutrudepts,Eutrudepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Fluvaquents_100m.tif,USA48SoilGrids100m,Predicted Fluvaquents great group,Predicted probability in percent for: Fluvaquents,Fluvaquents,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Fragiaqualfs_100m.tif,USA48SoilGrids100m,Predicted Fragiaqualfs great group,Predicted probability in percent for: Fragiaqualfs,Fragiaqualfs,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Fragiaquepts_100m.tif,USA48SoilGrids100m,Predicted Fragiaquepts great group,Predicted probability in percent for: Fragiaquepts,Fragiaquepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Fragiaquods_100m.tif,USA48SoilGrids100m,Predicted Fragiaquods great group,Predicted probability in percent for: Fragiaquods,Fragiaquods,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Fragiaquults_100m.tif,USA48SoilGrids100m,Predicted Fragiaquults great group,Predicted probability in percent for: Fragiaquults,Fragiaquults,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Fragiboralfs_100m.tif,USA48SoilGrids100m,Predicted Fragiboralfs great group,Predicted probability in percent for: Fragiboralfs,Fragiboralfs,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Fragiochrepts_100m.tif,USA48SoilGrids100m,Predicted Fragiochrepts great group,Predicted probability in percent for: Fragiochrepts,Fragiochrepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Fragiorthods_100m.tif,USA48SoilGrids100m,Predicted Fragiorthods great group,Predicted probability in percent for: Fragiorthods,Fragiorthods,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Fragiudalfs_100m.tif,USA48SoilGrids100m,Predicted Fragiudalfs great group,Predicted probability in percent for: Fragiudalfs,Fragiudalfs,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Fragiudepts_100m.tif,USA48SoilGrids100m,Predicted Fragiudepts great group,Predicted probability in percent for: Fragiudepts,Fragiudepts,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Fragiudults_100m.tif,USA48SoilGrids100m,Predicted Fragiudults great group,Predicted probability in percent for: Fragiudults,Fragiudults,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Fragixeralfs_100m.tif,USA48SoilGrids100m,Predicted Fragixeralfs great group,Predicted probability in percent for: Fragixeralfs,Fragixeralfs,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Fraglossudalfs_100m.tif,USA48SoilGrids100m,Predicted Fraglossudalfs great group,Predicted probability in percent for: Fraglossudalfs,Fraglossudalfs,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Frasiwassents_100m.tif,USA48SoilGrids100m,Predicted Frasiwassents great group,Predicted probability in percent for: Frasiwassents,Frasiwassents,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
TAXgg_Frasiwassists_100m.tif,USA48SoilGrids100m,Predicted Frasiwassists great group,Predicted probability in percent for: Frasiwassists,Frasiwassists,great group,TAXgg,M,None,0.00 m,2.00 m,0,100,1,percent,https://doi.org/10.18113/S1KW2H,"Pensilvania State University, ISRIC - World Soil Information, USDA NRCS / USGS",a.m.ramcharan@gmail.com / tom.hengl@isric.org,2017-04-10,https://scholarsphere.psu.edu/collections/jw827b80n,,,,,usa48_soilgrids100m+:PROB,255,Byte
