location	id	latitude	longitude	gg	pscsmodorg	pscs_pprob	gg_pprob	pscs_c1	gg_c1	pscs_c1n	gg_c1n
Millford_north	608	38.46351706000	-113.01915170000	HAPLOCALCIDS	COARSE-LOAMY	33	24	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	610	38.46391051000	-113.02008896000	HAPLOCALCIDS	COARSE-LOAMY	31	25	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	611	38.46414076000	-113.02066153000	HAPLOCALCIDS	COARSE-LOAMY	32	31	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	613	38.46179232000	-113.01766961000	HAPLOCALCIDS	COARSE-LOAMY	31	29	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	696	38.45475739000	-113.04207109000	HAPLOCALCIDS	COARSE-LOAMY	33	31	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	012	38.46033253000	-113.02506588000	HAPLOCALCIDS	FINE-LOAMY	35	29	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	087	38.45827687000	-113.07998428000	HAPLOCALCIDS	LOAMY-SKELETAL	38	22	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	088	38.45889419000	-113.08092280000	HAPLOCALCIDS	LOAMY-SKELETAL	37	22	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	090	38.46012893000	-113.08279985000	HAPLOCALCIDS	LOAMY-SKELETAL	37	24	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	533	38.43770675000	-113.15349097000	HAPLOCALCIDS	LOAMY-SKELETAL	27	26	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	688	38.44173962000	-113.21235792000	HAPLOCALCIDS	LOAMY-SKELETAL	23	20	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	694	38.45328050000	-113.04622944000	HAPLOCALCIDS	LOAMY-SKELETAL	30	28	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	695	38.45409228000	-113.04418014000	HAPLOCALCIDS	LOAMY-SKELETAL	31	29	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	730	38.42079300000	-113.26229646000	HAPLOCALCIDS	LOAMY-SKELETAL	33	17	60	133	LOAMY-SKELETAL	HAPLARGIDS
Millford_north	232	38.46129150000	-112.99284593000	NATRARGIDS	FINE-LOAMY	24	34	36	198	FINE-SILTY	NATRARGIDS
Millford_north	116	38.43970232000	-113.23031975000	PETROCALCIDS	COARSE-LOAMY	27	19	60	133	LOAMY-SKELETAL	HAPLARGIDS
Millford_north	234	38.46465675000	-113.01728245000	PETROCALCIDS	COARSE-LOAMY	28	28	23	198	COARSE-LOAMY	NATRARGIDS
Millford_north	235	38.46457545000	-113.01732738000	PETROCALCIDS	COARSE-LOAMY	28	28	23	198	COARSE-LOAMY	NATRARGIDS
Millford_north	236	38.46438283000	-113.01744330000	PETROCALCIDS	COARSE-LOAMY	28	28	23	198	COARSE-LOAMY	NATRARGIDS
Millford_north	117	38.43881140000	-113.23041664000	PETROCALCIDS	LOAMY-SKELETAL	24	18	60	133	LOAMY-SKELETAL	HAPLARGIDS
Millford_north	118	38.43793843000	-113.23069585000	TORRIORTHENTS	LITHIC COARSE-LOAMY	24	18	60	133	LOAMY-SKELETAL	HAPLARGIDS
Millford_north	037	38.43798981000	-113.15707617000	TORRIORTHENTS	SANDY-SKELETAL	34	23	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_mtns	04001	38.43288588310	-113.11704540800	CALCIARGIDS	COARSE-LOAMY	22	25	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	010	38.43465373000	-113.08653616000	CALCIARGIDS	FINE-LOAMY	30	21	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	025	38.44454530000	-113.09091043000	CALCIARGIDS	FINE-LOAMY	24	18	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	034	38.43789216000	-113.07894845000	CALCIARGIDS	FINE-LOAMY	25	18	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	035	38.43593700000	-113.07418928000	CALCIARGIDS	FINE-LOAMY	23	23	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	155	38.42019981000	-113.22172620000	CALCIARGIDS	LITHIC LOAMY-SKELETAL	22	22	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	001	38.43740249000	-113.07445751000	CALCIARGIDS	FINE-LOAMY	24	20	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	009	38.43283779000	-113.08522590000	CALCIARGIDS	FINE-LOAMY	31	21	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	013	38.43524088000	-113.08810123000	CALCIARGIDS	FINE-LOAMY	29	22	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	014	38.43602425000	-113.08990602000	CALCIARGIDS	FINE-LOAMY	29	23	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	015	38.43671693000	-113.09183738000	CALCIARGIDS	FINE-LOAMY	29	22	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	016	38.43794103000	-113.09053685000	CALCIARGIDS	FINE-LOAMY	27	20	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	023	38.44485166000	-113.08869802000	CALCIARGIDS	FINE-LOAMY	23	17	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	033	38.43332210000	-113.08227824000	CALCIARGIDS	FINE-LOAMY	28	22	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	107	38.42333539000	-113.22783678000	CALCIARGIDS	FINE-LOAMY	22	31	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	147	38.42259577000	-113.22672768000	CALCIARGIDS	FINE-LOAMY	22	26	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	148	38.42207978000	-113.22553243000	CALCIARGIDS	FINE-LOAMY	23	19	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	149	38.42155248000	-113.22433901000	CALCIARGIDS	FINE-LOAMY	23	20	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	151	38.42052561000	-113.22202778000	CALCIARGIDS	FINE-LOAMY	26	29	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	152	38.42020819000	-113.22071241000	CALCIARGIDS	FINE-LOAMY	27	27	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	159	38.43949160000	-113.04285874000	CALCIARGIDS	FINE-LOAMY	25	33	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	502	38.44225243000	-113.09976306000	CALCIARGIDS	FINE-LOAMY	25	21	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	733	38.41357928000	-113.24033235000	CALCIARGIDS	LOAMY-SKELETAL	27	24	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	175	38.44641664000	-113.05174992000	HAPLOCALCIDS	COARSE-LOAMY	25	31	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	176	38.44447221000	-113.05238888000	HAPLOCALCIDS	COARSE-LOAMY	26	23	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	108	38.42041497000	-113.21704399000	HAPLOCALCIDS	LOAMY-SKELETAL	26	18	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	153	38.41939850000	-113.21981530000	HAPLOCALCIDS	COARSE-LOAMY	27	25	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	154	38.41816812000	-113.21940919000	HAPLOCALCIDS	COARSE-LOAMY	27	22	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	158	38.44048661000	-113.04198350000	HAPLOCALCIDS	COARSE-LOAMY	26	38	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	160	38.43858300000	-113.04337766000	HAPLOCALCIDS	COARSE-LOAMY	27	36	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	161	38.43730551000	-113.04394444000	HAPLOCALCIDS	COARSE-LOAMY	31	35	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	451	38.42162901000	-113.25183819000	HAPLOCALCIDS	COARSE-LOAMY	24	15	60	258	LOAMY-SKELETAL	TORRIORTHENTS
Millford_north	150	38.42115903000	-113.22313000000	HAPLOCALCIDS	LOAMY-SKELETAL	22	19	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	397	38.41829862000	-113.21972620000	HAPLOCALCIDS	LOAMY-SKELETAL	27	22	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	452	38.41806678000	-113.24553978000	HAPLOCALCIDS	LOAMY-SKELETAL	27	15	60	15	LOAMY-SKELETAL	ARGIDURIDS
Millford_north	453	38.41346906000	-113.23766221000	HAPLOCALCIDS	LOAMY-SKELETAL	26	22	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	729	38.41972531000	-113.26496442000	HAPLOCALCIDS	LOAMY-SKELETAL	33	15	60	133	LOAMY-SKELETAL	HAPLARGIDS
Millford_north	732	38.41959036000	-113.24923268000	HAPLOCALCIDS	LOAMY-SKELETAL	28	15	60	15	LOAMY-SKELETAL	ARGIDURIDS
Millford_north	516	38.43141203000	-113.09278445000	TORRIORTHENTS	COARSE-LOAMY	26	26	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	517	38.43251416000	-113.09367168000	TORRIORTHENTS	COARSE-LOAMY	24	27	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	396	38.41818815000	-113.19303629000	TORRIORTHENTS	LOAMY-SKELETAL	25	21	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	513	38.43252825000	-113.08993293000	TORRIORTHENTS	SANDY	31	27	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	518	38.43377262000	-113.09423327000	TORRIORTHENTS	SANDY-SKELETAL	30	24	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_mtns	035	38.41410412650	-113.11100708500	CALCIARGIDS	LOAMY	30	28	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_mtns	043	38.41352771220	-113.13775885100	CALCIARGIDS	LITHIC LOAMY-SKELETAL	29	16	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_mtns	044	38.42421211880	-113.11775895800	CALCIARGIDS	LITHIC LOAMY-SKELETAL	29	29	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	0700	38.41619150040	-113.12922552300	CALCIARGIDS	FINE-LOAMY	28	26	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_mtns	04000	38.41456907960	-113.11825826600	CALCIARGIDS	FINE-LOAMY	26	28	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_mtns	04002	38.42032411100	-113.08056555300	CALCIARGIDS	FINE-LOAMY	29	37	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_mtns	04003	38.42338393110	-113.09061336300	CALCIARGIDS	COARSE-LOAMY	27	33	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	04004	38.42763154520	-113.09589890400	CALCIARGIDS	COARSE-LOAMY	25	27	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	04005	38.42401257340	-113.10059662400	CALCIARGIDS	FINE-LOAMY	25	27	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	045	38.42043306150	-113.12150449800	HAPLARGIDS	LOAMY	28	23	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	011	38.43211477000	-113.04496427000	CALCIARGIDS	FINE-LOAMY	32	32	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	032	38.43075313000	-113.06615640000	CALCIARGIDS	FINE-LOAMY	28	22	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	163	38.43513887000	-113.04527775000	CALCIARGIDS	FINE-LOAMY	28	30	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	164	38.43397421000	-113.04603154000	CALCIARGIDS	FINE-LOAMY	29	29	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	165	38.43274995000	-113.04602777000	CALCIARGIDS	FINE-LOAMY	31	29	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	166	38.43166659000	-113.04719444000	CALCIARGIDS	FINE-LOAMY	32	28	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	167	38.43052774000	-113.04777774000	CALCIARGIDS	FINE-LOAMY	31	29	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	168	38.43605552000	-113.03966666000	CALCIARGIDS	FINE-LOAMY	28	32	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	169	38.43538882000	-113.03908328000	CALCIARGIDS	FINE-LOAMY	28	29	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	170	38.42694439000	-113.05252776000	CALCIARGIDS	FINE-LOAMY	32	30	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	171	38.42769440000	-113.05122220000	CALCIARGIDS	FINE-LOAMY	32	32	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	173	38.42411106000	-113.03974997000	CALCIARGIDS	FINE-LOAMY	33	32	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	002	38.42788090000	-113.07476822000	CALCIARGIDS	FINE-LOAMY	29	22	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	003	38.42817921000	-113.07761447000	CALCIARGIDS	FINE-LOAMY	27	27	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	004	38.42859487000	-113.08021294000	CALCIARGIDS	FINE-LOAMY	27	30	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	005	38.42993455000	-113.08228201000	CALCIARGIDS	FINE-LOAMY	30	27	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	008	38.43106586000	-113.08463431000	CALCIARGIDS	FINE-LOAMY	36	26	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	031	38.42839479000	-113.06690985000	CALCIARGIDS	FINE-LOAMY	27	22	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	447	38.39706182000	-113.24422549000	CALCIARGIDS	FINE-LOAMY	26	26	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	504	38.43273855000	-113.07207881000	CALCIARGIDS	FINE-LOAMY	25	24	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	505	38.43148110000	-113.07113836000	CALCIARGIDS	FINE-LOAMY	23	24	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	506	38.43019749000	-113.07130013000	CALCIARGIDS	FINE-LOAMY	28	23	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	725	38.40157212000	-113.23758845000	CALCIARGIDS	FINE-LOAMY	23	26	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	100	38.41215896000	-113.19180566000	CALCIARGIDS	LOAMY-SKELETAL	26	23	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	103	38.40899572000	-113.19214932000	CALCIARGIDS	LOAMY-SKELETAL	25	22	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	448	38.39803923000	-113.24091607000	CALCIARGIDS	LOAMY-SKELETAL	26	24	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	728	38.39755333000	-113.24733401000	HAPLARGIDS	LITHIC FINE-LOAMY	24	20	60	133	LOAMY-SKELETAL	HAPLARGIDS
Millford_north	200	38.42089148000	-113.14704521000	HAPLOCALCIDS	COARSE-LOAMY	27	20	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	098	38.41473254000	-113.19253941000	HAPLOCALCIDS	LOAMY-SKELETAL	26	24	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	099	38.41375262000	-113.19230279000	HAPLOCALCIDS	LOAMY-SKELETAL	25	22	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	101	38.41126830000	-113.19199165000	HAPLOCALCIDS	LOAMY-SKELETAL	27	26	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	102	38.41002711000	-113.19207413000	HAPLOCALCIDS	LOAMY-SKELETAL	27	28	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	104	38.40793113000	-113.19106998000	HAPLOCALCIDS	LOAMY-SKELETAL	27	24	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	105	38.40692757000	-113.19057360000	HAPLOCALCIDS	LOAMY-SKELETAL	29	23	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	106	38.40589089000	-113.19036330000	HAPLOCALCIDS	LOAMY-SKELETAL	30	25	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	162	38.43625610000	-113.04443412000	HAPLOCALCIDS	COARSE-LOAMY	26	31	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	281	38.42989071000	-113.00246626000	HAPLOCALCIDS	COARSE-LOAMY	33	32	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	411	38.39994905000	-113.21515152000	HAPLOCALCIDS	COARSE-LOAMY	26	22	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	480	38.40639481000	-113.23346288000	HAPLOCALCIDS	COARSE-LOAMY	25	26	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	507	38.42991502000	-113.07097457000	HAPLOCALCIDS	COARSE-LOAMY	28	23	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	703	38.39685009000	-113.26535728000	HAPLOCALCIDS	COARSE-LOAMY	34	13	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	704	38.39509844000	-113.26187460000	HAPLOCALCIDS	COARSE-LOAMY	26	24	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	097	38.41558381000	-113.19251779000	HAPLOCALCIDS	LOAMY-SKELETAL	25	18	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	145	38.41310713000	-113.19237127000	HAPLOCALCIDS	LOAMY-SKELETAL	29	24	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	436	38.41095683000	-113.16145060000	HAPLOCALCIDS	LOAMY-SKELETAL	28	18	60	133	LOAMY-SKELETAL	HAPLARGIDS
Millford_north	437	38.40595527000	-113.16331306000	HAPLOCALCIDS	LOAMY-SKELETAL	23	16	60	133	LOAMY-SKELETAL	HAPLARGIDS
Millford_north	509	38.42961419000	-113.08571859000	HAPLOCALCIDS	LOAMY-SKELETAL	30	24	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	514	38.42906250000	-113.09209228000	HAPLOCALCIDS	LOAMY-SKELETAL	28	24	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	689	38.39859797000	-113.21570967000	HAPLOCALCIDS	LOAMY-SKELETAL	28	24	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	702	38.40019941000	-113.26789482000	HAPLOCALCIDS	LOAMY-SKELETAL	30	20	60	15	LOAMY-SKELETAL	ARGIDURIDS
Millford_north	716	38.41167726000	-113.15908321000	HAPLOCALCIDS	LOAMY-SKELETAL	29	16	60	258	LOAMY-SKELETAL	TORRIORTHENTS
Millford_north	717	38.40744691000	-113.16272716000	HAPLOCALCIDS	LOAMY-SKELETAL	22	16	60	258	LOAMY-SKELETAL	TORRIORTHENTS
Millford_north	540	38.39690901000	-113.25444035000	HAPLOCAMBIDS	COARSE-LOAMY	26	18	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	119	38.39922678000	-113.24290241000	PETROCALCIDS	LOAMY-SKELETAL	24	27	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	511	38.42819899000	-113.08671562000	TORRIORTHENTS	COARSE-LOAMY	29	25	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	512	38.42914850000	-113.08861781000	TORRIORTHENTS	COARSE-LOAMY	28	24	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	515	38.43014577000	-113.09227559000	TORRIORTHENTS	COARSE-LOAMY	24	19	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	510	38.42818676000	-113.08542355000	TORRIORTHENTS	SANDY-SKELETAL	28	24	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_north	519	38.42532098000	-113.08515742000	TORRIORTHENTS	SANDY-SKELETAL	26	27	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_mtns	022	38.41383708920	-113.09989309300	CALCIARGIDS	FINE-LOAMY	28	21	60	258	LOAMY-SKELETAL	TORRIORTHENTS
Millford_mtns	036	38.40548552100	-113.11958193600	CALCIARGIDS	LOAMY	35	15	60	258	LOAMY-SKELETAL	TORRIORTHENTS
Millford_mtns	037	38.40807972120	-113.11224072400	CALCIARGIDS	LOAMY	34	24	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_mtns	038	38.40997495890	-113.11005548500	CALCIARGIDS	LITHIC LOAMY-SKELETAL	26	23	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_mtns	039	38.40566279740	-113.12864092800	CALCIARGIDS	LITHIC CLAYEY-SKELETAL	34	15	60	258	LOAMY-SKELETAL	TORRIORTHENTS
Millford_mtns	040	38.39816510730	-113.14103566900	CALCIARGIDS	LITHIC CLAYEY-SKELETAL	25	12	32	258	FINE-LOAMY	TORRIORTHENTS
Millford_mtns	042	38.40138342030	-113.13734008900	CALCIARGIDS	LITHIC LOAMY-SKELETAL	30	13	60	258	LOAMY-SKELETAL	TORRIORTHENTS
Millford_mtns	04006	38.39507539210	-113.14648386300	CALCIARGIDS	LOAMY-SKELETAL	20	20	60	19	LOAMY-SKELETAL	ARGIXEROLLS
Millford_mtns	04007	38.40519042580	-113.09523740300	CALCIARGIDS	LOAMY-SKELETAL	30	23	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_mtns	004	38.40039200150	-113.11095923200	CALCIXEROLLS	COARSE-LOAMY	24	14	60	258	LOAMY-SKELETAL	TORRIORTHENTS
Millford_mtns	04009	38.40688935290	-113.07605978400	HAPLARGIDS	LOAMY	31	28	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	041	38.40312190750	-113.14051372900	HAPLOXEROLLS	LITHIC COARSE-LOAMY	24	11	60	144	LOAMY-SKELETAL	HAPLODURIDS
Millford_mtns	016	38.41014167360	-113.10017120200	PETROCALCIDS	LOAMY-SKELETAL	28	20	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_mtns	017	38.40883108510	-113.09664418200	PETROCALCIDS	COARSE-LOAMY	30	19	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_mtns	018	38.40804300990	-113.10216350200	PETROCALCIDS	LOAMY-SKELETAL	33	18	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_mtns	019	38.40456972060	-113.09900788200	PETROCALCIDS	LOAMY-SKELETAL	28	19	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_mtns	020	38.40697289530	-113.09310358100	PETROCALCIDS	LOAMY	24	25	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	172	38.42324998000	-113.03813889000	CALCIARGIDS	FINE-LOAMY	27	33	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	202	38.38924846000	-113.23120178000	CALCIARGIDS	FINE-LOAMY	24	32	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	425	38.37917081000	-113.26714539000	CALCIARGIDS	FINE-LOAMY	28	16	60	133	LOAMY-SKELETAL	HAPLARGIDS
Millford_north	440	38.39601978000	-113.17855043000	CALCIARGIDS	FINE-LOAMY	30	16	60	19	LOAMY-SKELETAL	ARGIXEROLLS
Millford_north	442	38.38922130000	-113.20966892000	CALCIARGIDS	FINE-LOAMY	23	25	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	478	38.38675107000	-113.24359610000	CALCIARGIDS	FINE-LOAMY	25	16	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	707	38.38019877000	-113.26632086000	CALCIARGIDS	LOAMY-SKELETAL	27	13	60	258	LOAMY-SKELETAL	TORRIORTHENTS
Millford_north	479	38.38725599000	-113.24413204000	HAPLARGIDS	LITHIC LOAMY-SKELETAL	25	17	56	133	LOAMY	HAPLARGIDS
Millford_north	701	38.37726477000	-113.26328301000	HAPLARGIDS	LITHIC LOAMY-SKELETAL	25	13	60	133	LOAMY-SKELETAL	HAPLARGIDS
Millford_north	705	38.38411714000	-113.26023510000	HAPLARGIDS	FINE-LOAMY	20	18	60	19	LOAMY-SKELETAL	ARGIXEROLLS
Millford_north	721	38.39613746000	-113.18632565000	HAPLOCALCIDS	LOAMY-SKELETAL	25	13	60	133	LOAMY-SKELETAL	HAPLARGIDS
Millford_north	174	38.41322221000	-113.03855555000	HAPLOCALCIDS	COARSE-LOAMY	27	36	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	280	38.42787093000	-113.00185706000	HAPLOCALCIDS	COARSE-LOAMY	33	27	23	135	COARSE-LOAMY	HAPLOCALCIDS
Millford_north	438	38.40112058000	-113.16616022000	HAPLOCALCIDS	LOAMY-SKELETAL	24	18	60	133	LOAMY-SKELETAL	HAPLARGIDS
Millford_north	439	38.39985291000	-113.17251756000	HAPLOCALCIDS	LOAMY-SKELETAL	21	15	60	133	LOAMY-SKELETAL	HAPLARGIDS
Millford_north	441	38.39622488000	-113.18428156000	HAPLOCALCIDS	LOAMY-SKELETAL	26	14	60	15	LOAMY-SKELETAL	ARGIDURIDS
Millford_north	706	38.38463271000	-113.26333012000	HAPLOCALCIDS	LOAMY-SKELETAL	17	14	56	133	LOAMY	HAPLARGIDS
Millford_north	719	38.40067425000	-113.17400258000	HAPLOCALCIDS	LOAMY-SKELETAL	25	13	60	133	LOAMY-SKELETAL	HAPLARGIDS
Millford_north	720	38.39589405000	-113.18006714000	HAPLOCALCIDS	LOAMY-SKELETAL	26	14	56	15	LOAMY	ARGIDURIDS
Millford_north	722	38.39103095000	-113.20858640000	HAPLOCALCIDS	LOAMY-SKELETAL	26	27	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_north	718	38.40087550000	-113.16813684000	PETROCALCIDS	LOAMY-SKELETAL	22	16	60	133	LOAMY-SKELETAL	HAPLARGIDS
Millford_mtns	023	38.39442460250	-113.11506886400	CALCIARGIDS	FINE-LOAMY	24	18	60	258	LOAMY-SKELETAL	TORRIORTHENTS
Millford_mtns	031	38.39604356370	-113.09607329000	CALCIARGIDS	LITHIC LOAMY-SKELETAL	32	33	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_mtns	033	38.39229743990	-113.09248951900	CALCIARGIDS	LOAMY	28	37	60	135	LOAMY-SKELETAL	HAPLOCALCIDS
Millford_mtns	034	38.39934267940	-113.08990210900	CALCIARGIDS	LITHIC LOAMY-SKELETAL	22	26	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	04008	38.40165359060	-113.08104944300	CALCIARGIDS	LOAMY-SKELETAL	33	37	32	135	FINE-LOAMY	HAPLOCALCIDS
Millford_mtns	046	38.38981563850	-113.15388035100	HAPLARGIDS	LOAMY	26	27	60	19	LOAMY-SKELETAL	ARGIXEROLLS
Millford_mtns	047	38.38864543850	-113.12908919500	HAPLARGIDS	LITHIC LOAMY-SKELETAL	22	14	60	258	LOAMY-SKELETAL	TORRIORTHENTS
Millford_mtns	048	38.38772032650	-113.13220482600	HAPLARGIDS	LITHIC LOAMY-SKELETAL	27	15	60	19	LOAMY-SKELETAL	ARGIXEROLLS
